Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
"House IV Project, Falls Village, Connecticut (Axonometrics)",Peter Eisenman,6969,"(American, born 1932)",(American),(1932),(0),(Male),1975,Ink on frosted polymer sheet,"14 x 46 3/4"" (35.6 x 118.7 cm)",Gift of The Howard Gilman Foundation,1188.2000,Architecture,Architecture & Design,2000-10-31,Y,799,http://www.moma.org/collection/works/799,http://www.moma.org/media/W1siZiIsIjExNTEwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c330af720697bad9,,3.8,,49.5,,,128.6,,
"Spatial City, project, Aerial perspective",Yona Friedman,8109,"(French, born Hungary 1923)",(French),(1923),(0),(Male),1958,Ink on tracing paper,"8 3/8 x 10 3/4"" (21.3 x 27.3 cm)",Gift of The Howard Gilman Foundation,1189.2000,Architecture,Architecture & Design,2000-10-31,Y,800,http://www.moma.org/collection/works/800,http://www.moma.org/media/W1siZiIsIjExNTEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fb09cf20596b968b,,,,21.3,,,27.3,,
"African Proposals, project, Perspective",Yona Friedman,8109,"(French, born Hungary 1923)",(French),(1923),(0),(Male),1959,Ink and watercolor on tracing paper,"19 x 25 3/8"" (48.3 x 64.5 cm)",Gift of The Howard Gilman Foundation,1191.2000,Architecture,Architecture & Design,2000-10-31,Y,802,http://www.moma.org/collection/works/802,http://www.moma.org/media/W1siZiIsIjExNTE3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=8d8e24849efad5e3,,,,48.3,,,64.5,,
"A Minimum Dymaxion Home project (Elevation, axonometric, and plan)",R. Buckminster Fuller,2030,"(American, 1895–1983)",(American),(1895),(1983),(Male),1927,Graphite on paper,"32 7/8 x 19"" (83.5 x 48.3 cm)",Gift of The Howard Gilman Foundation,1193.2000,Architecture,Architecture & Design,2000-10-31,Y,804,http://www.moma.org/collection/works/804,http://www.moma.org/media/W1siZiIsIjExNTIyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6ce5e797d51fe71b,,,,83.5,,,48.3,,
Dymaxion House project (Plan),R. Buckminster Fuller,2030,"(American, 1895–1983)",(American),(1895),(1983),(Male),c. 1927,"Pencil, watercolor, and metallic ink on tracing paper","10 3/4 x 10"" (27.3 x 25.4 cm) (irreg.)",Gift of The Howard Gilman Foundation,1194.2000,Architecture,Architecture & Design,2000-10-31,Y,805,http://www.moma.org/collection/works/805,http://www.moma.org/media/W1siZiIsIjQ0MDA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=8637ae5f367d40e2,,,,27.3051,,,25.4001,,
"Dymaxion House project (Plan, deck-tensioning pattern)",R. Buckminster Fuller,2030,"(American, 1895–1983)",(American),(1895),(1983),(Male),1927-29,Pencil and ink on paper with tape,"10 x 13 1/2"" (25.4 x 34.3)",Gift of The Howard Gilman Foundation,1195.2000.a-b,Architecture,Architecture & Design,2000-10-31,Y,806,http://www.moma.org/collection/works/806,http://www.moma.org/media/W1siZiIsIjIxMTk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=5e1f5ee1b5db0118,,,,25.4001,,,34.2901,,
"Proposed Dymaxion Hanging Restaurant for Romany Marie, project, Sketch",R. Buckminster Fuller,2030,"(American, 1895–1983)",(American),(1895),(1983),(Male),1929,Graphite and ink on tracing paper,"16 5/8 x 13 7/8"" (42.2 x 35.2 cm)",Gift of The Howard Gilman Foundation,1196.2000,Architecture,Architecture & Design,2000-10-31,Y,807,http://www.moma.org/collection/works/807,http://www.moma.org/media/W1siZiIsIjExNTI4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=7d7e75b2407d0907,,,,,,,,,
"Dymaxion House, project (Perspective)",R. Buckminster Fuller,2030,"(American, 1895–1983)",(American),(1895),(1983),(Male),1930,Crayon on paper,"16 x 11 3/4"" (40.6 x 29.8 cm)",Gift of The Howard Gilman Foundation,1197.2000,Architecture,Architecture & Design,2000-10-31,Y,808,http://www.moma.org/collection/works/808,http://www.moma.org/media/W1siZiIsIjExNTMwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=4a01b650e5d4c3e8,,,,40.6401,,,29.8451,,
"A Dymaxion Home project (Elevation, axonometric, and plan)",R. Buckminster Fuller,2030,"(American, 1895–1983)",(American),(1895),(1983),(Male),c. 1930,Graphite and watercolor on diazotype,"22 1/2 x 12 1/4"" (57.2 x 31.1 cm)",Gift of The Howard Gilman Foundation,1198.2000,Architecture,Architecture & Design,2000-10-31,Y,809,http://www.moma.org/collection/works/809,http://www.moma.org/media/W1siZiIsIjQ0NDQ4NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=871688704e3fb2ef,,,,57.1501,,,31.1151,,
"Wall House 2 (A. E. Bye House) Project , Ridgefield, Connecticut (Isometric)",John Hejduk,2581,"(American, 1929–2000)",(American),(1929),(2000),(Male),1973,Crayon on sepia diazotype,"28 x 40 1/8"" (71.1 x 101.9 cm)",Gift of The Howard Gilman Foundation,1199.2000,Architecture,Architecture & Design,2000-10-31,Y,810,http://www.moma.org/collection/works/810,http://www.moma.org/media/W1siZiIsIjExNTM4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6760571508f743a6,,2.5,,72.4,,,103.2,,
"Wall House 2 (A. E. Bye House) Project , Ridgefield, Connecticut (Isometric)",John Hejduk,2581,"(American, 1929–2000)",(American),(1929),(2000),(Male),1973,Crayon on sepia diazotype,"28 x 40 1/8"" (71.1 x 101.9 cm)",Gift of The Howard Gilman Foundation,1200.2000,Architecture,Architecture & Design,2000-10-31,Y,811,http://www.moma.org/collection/works/811,http://www.moma.org/media/W1siZiIsIjExNTQyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=bacfcd585f5e7ea5,,2.5,,72.4,,,103.2,,
"Wall House 2 (A. E. Bye House) Project, Ridgefield, Connecticut (Combined elevation and plan)",John Hejduk,2581,"(American, 1929–2000)",(American),(1929),(2000),(Male),1973,Color pencil and graphite on tracing paper on board,"8 x 8 1/8"" (20.3  x 20.6 cm)",Gift of The Howard Gilman Foundation,1201.2000,Architecture,Architecture & Design,2000-10-31,Y,812,http://www.moma.org/collection/works/812,http://www.moma.org/media/W1siZiIsIjExNTQ0Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a89512fc3c3e886f,,,,33.0,,,32.7,,
"Cities: Moving, Master Vehicle-Habitation Project, Aerial Perspective",Ron Herron,8113,"(British, 1930–1994)",(British),(1930),(1994),(Male),1964,Ink and graphite on tracing paper,"21 3/4 x 32 3/4"" (55.2 x 83.2 cm)",Gift of The Howard Gilman Foundation,1202.2000,Architecture,Architecture & Design,2000-10-31,Y,813,http://www.moma.org/collection/works/813,http://www.moma.org/media/W1siZiIsIjExNTQ3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=56ac29e08a1a7f37,,,,55.2,,,83.2,,
"Walking City on the Ocean, project (Exterior perspective)",Ron Herron,8113,"(British, 1930–1994)",(British),(1930),(1994),(Male),1966,Cut-and-pasted printed and photographic papers and graphite covered with polymer sheet,"11 1/2 x 17"" (29.2 x 43.2 cm)
",Gift of The Howard Gilman Foundation,1203.2000,Architecture,Architecture & Design,2000-10-31,Y,814,http://www.moma.org/collection/works/814,http://www.moma.org/media/W1siZiIsIjExNTUwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=d7c5cf0722f7e548,,,,29.2,,,43.2,,
"Joint Core System, project, Shinjuku, Tokyo, Japan (Elevation)",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1960,Ink and color pencil on paper,"20 7/8 x 33 3/4"" (53 x 85.7 cm)",Gift of The Howard Gilman Foundation,1204.2000,Architecture,Architecture & Design,2000-10-31,Y,815,http://www.moma.org/collection/works/815,http://www.moma.org/media/W1siZiIsIjU2NTc1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=fd18c19221942105,,3.8,,65.1,,,101.6,,
"Re-ruined Hiroshima, project, Hiroshima, Japan (Perspective)",Arata Isozaki,2837,"(Japanese, born 1931)",(Japanese),(1931),(0),(Male),1968,Ink and gouache with cut-and-pasted gelatin silver print on gelatin silver print,"13 7/8 x 36 7/8"" (35.2 x 93.7 cm)",Gift of The Howard Gilman Foundation,1205.2000,Architecture,Architecture & Design,2000-10-31,Y,816,http://www.moma.org/collection/works/816,http://www.moma.org/media/W1siZiIsIjIzMjMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6925d6857fd9282c,,3.2,,43.8,,,101.6,,
"Roosevelt Island Redevelopment Project, New York, New York (Axonometric)","Rem Koolhaas, Elia Zenghelis","6956, 7558","(Dutch, born 1944) (British, born Greece 1937)",(Dutch) (British),(1944) (1937),(0) (0),(Male) (Male),1975,Gouache and graphite on board,"29 x 38 5/8"" (73.7 x 98.1 cm)",Gift of The Howard Gilman Foundation,1207.2000,Architecture,Architecture & Design,2000-10-31,Y,818,http://www.moma.org/collection/works/818,http://www.moma.org/media/W1siZiIsIjExNTU4Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=091f5a0c1b55447f,,4.4,,83.8,,,108.6,,
"New Welfare Island Project, Roosevelt Island, New York, NY (Aerial perspective)","Rem Koolhaas, Zoe Zenghelis","6956, 7559","(Dutch, born 1944) (British, born Greece 1937)",(Dutch) (British),(1944) (1937),(0) (0),(Male) (Female),c. 1975-76,Gouache on paper,"58 x 40"" (147.3 x 101.6 cm)",Gift of The Howard Gilman Foundation,1208.2000,Architecture,Architecture & Design,2000-10-31,Y,819,http://www.moma.org/collection/works/819,http://www.moma.org/media/W1siZiIsIjIxMTk5MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=bd025211324286ba,,3.8,,160.0,,,114.9,,
"Welfare Palace Hotel Project, Roosevelt Island, New York, New York (Cutaway axonometric)","Rem Koolhaas, Madelon Vriesendorp","6956, 6957","(Dutch, born 1944) (Dutch, born 1945)",(Dutch) (Dutch),(1944) (1945),(0) (0),(Male) (Female),1976,Gouache on paper,"51 x 40 1/2"" (129.5 x 102.9 cm)",Gift of The Howard Gilman Foundation,1209.2000,Architecture,Architecture & Design,2000-10-31,Y,820,http://www.moma.org/collection/works/820,http://www.moma.org/media/W1siZiIsIjExNTYzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=e5ccd4f8dc5407ee,,5.1,,137.2,,,110.8,,
"House for Rita, project, Perspective and plan",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1974,Ink on paper,"8 1/4 x 8 1/4"" (21 x 21 cm)",Gift of The Howard Gilman Foundation,1210.2000,Architecture,Architecture & Design,2000-10-31,Y,821,http://www.moma.org/collection/works/821,http://www.moma.org/media/W1siZiIsIjExNTY1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ee891b8df93ab8e2,,,,20.955,,,20.955,,
"House for Rita, project, Perspective",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1974,Ink on paper with gouache,"3 3/4 x 8 1/4"" (9.5 x 21 cm)",Gift of The Howard Gilman Foundation,1211.2000,Architecture,Architecture & Design,2000-10-31,Y,822,http://www.moma.org/collection/works/822,http://www.moma.org/media/W1siZiIsIjExNTY5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=84b3f3e4ee903b33,,3.8,,59.7,,,42.5,,
"House for Rita, project, Elevation",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1974,Ink on paper,"4 x 11 5/8"" (10.2 x 29.5 cm)",Gift of The Howard Gilman Foundation,1212.2000,Architecture,Architecture & Design,2000-10-31,Y,823,http://www.moma.org/collection/works/823,http://www.moma.org/media/W1siZiIsIjExNTczIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=6900a5a21c55b4a6,,3.8,,59.7,,,42.5,,
"Labyrinth City, project, Aerial perspective and section",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1971,Ink with gouache on paper,"11 5/8 x 8 1/4"" (29.5 x 21 cm)",Gift of The Howard Gilman Foundation,1213.2000,Architecture,Architecture & Design,2000-10-31,Y,824,http://www.moma.org/collection/works/824,http://www.moma.org/media/W1siZiIsIjIxMTk5NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=af116c8a672bc2fe,,,,43.9,,,85.4,,
"House without Rooms, project, Aerial perspective",Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1972,Ink on paper,"11 3/4 x 8 1/4"" (29.8 x 21 cm)",Gift of The Howard Gilman Foundation,1214.2000,Architecture,Architecture & Design,2000-10-31,Y,825,http://www.moma.org/collection/works/825,http://www.moma.org/media/W1siZiIsIjIxMTk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f39f2864bd7e6c07,,,,43.8,,,85.4,,
House for Colin Rowe Project (Aerial axonometric view),Leon Krier,3250,"(Luxembourgish, born 1946)",(Luxembourgish),(1946),(0),(Male),1975,Ink with gouache on paper,"11 x 8 1/4"" (27.9 x 21 cm)",Gift of The Howard Gilman Foundation,1215.2000,Architecture,Architecture & Design,2000-10-31,Y,826,http://www.moma.org/collection/works/826,http://www.moma.org/media/W1siZiIsIjExNTc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ceb80fff1ac463bf,,,,43.8,,,85.4,,
"Fountain House, project, Section A-A","Rodolfo Machado, Jorge Silvetti","8114, 8130","(American, born Argentina 1942) (American, born Argentina 1942)",(American) (American),(1942) (1942),(0) (0),(Male) (Male),1975,"Ink, self-adhesive lettering, and graphite on frosted polymer sheet","24 x 36"" (61 x 91.4 cm)",Gift of The Howard Gilman Foundation,1216.2000,Architecture,Architecture & Design,2000-10-31,Y,827,http://www.moma.org/collection/works/827,http://www.moma.org/media/W1siZiIsIjExNTgyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=715fb879d0653833,,,,60.9601,,,91.4402,,
"Fountain House, Generative Geometries, project, Plan","Rodolfo Machado, Jorge Silvetti","8114, 8130","(American, born Argentina 1942) (American, born Argentina 1942)",(American) (American),(1942) (1942),(0) (0),(Male) (Male),1975,Ink on polymer sheet,"41 3/4 x 32 1/4"" (106 x 81.9 cm)",Gift of The Howard Gilman Foundation,1217.2000,Architecture,Architecture & Design,2000-10-31,Y,828,http://www.moma.org/collection/works/828,http://www.moma.org/media/W1siZiIsIjExNTg2Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=060b5553f5cd6e94,,,,106.0,,,81.9,,
"Housing, project (Elevation)",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1971,Printed polymer sheet with tape on lithograph,"19 7/8 x 22 1/4"" (50.5 x 56.5 cm)",Gift of The Howard Gilman Foundation,1218.2000,Architecture,Architecture & Design,2000-10-31,Y,829,http://www.moma.org/collection/works/829,http://www.moma.org/media/W1siZiIsIjExNTg5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5df66f36b5c33198,,,,50.4826,,,56.5151,,
"Housing, project (Elevation)",Alessandro Mendini,3925,"(Italian, born 1931)",(Italian),(1931),(0),(Male),1971,Printed polymer sheet with tape on lithograph,"20 x 22 1/2"" (50.8 x 57.2 cm)",Gift of The Howard Gilman Foundation,1219.2000,Architecture,Architecture & Design,2000-10-31,Y,830,http://www.moma.org/collection/works/830,http://www.moma.org/media/W1siZiIsIjExNTkyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=de90181fa4aaf2a4,,,,50.8001,,,57.1501,,
"Take-Off, project (Perspective)",Max Peintner,8115,"(Austrian, born 1937)",(Austrian),(1937),(0),(Male),1974,Pencil on paper,"24 1/2 x 34 5/8"" (62.2 x 87.9 cm)",Gift of The Howard Gilman Foundation,1220.2000,Architecture,Architecture & Design,2000-10-31,Y,831,http://www.moma.org/collection/works/831,http://www.moma.org/media/W1siZiIsIjExNTk1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c1a6d6c17b3c522d,,,,49.5,,,71.1,,
"The Period of Great Contaminations: Housing Unit for Two People, project, Axonometric section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1971,"Goache, watercolor, and graphite with scoring on paper","39 1/4 x 26 3/4"" (99.7 x 67.9 cm)",Gift of The Howard Gilman Foundation,1221.2000,Architecture,Architecture & Design,2000-10-31,Y,832,http://www.moma.org/collection/works/832,http://www.moma.org/media/W1siZiIsIjIxMjI1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f90693f9b7ecfcb7,,,,99.7,,,67.9,,
"The Period of Great Contaminations: Housing Unit for Two People, project",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1971,"Gouache, watercolor and graphite on paper","39 3/8 x 26 3/4"" (100 x 67.9 cm)",Gift of The Howard Gilman Foundation,1222.2000,Architecture,Architecture & Design,2000-10-31,Y,833,http://www.moma.org/collection/works/833,http://www.moma.org/media/W1siZiIsIjExNjAwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=819d39e690b8f059,,,,100.0127,,,67.9451,,
"Church of Solitude Project, New York, New York, Transverse section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, colored ink, and pencil on paper","59 1/4 x 59"" (150.5 x 149.9 cm)",Gift of The Howard Gilman Foundation,1223.2000,Architecture,Architecture & Design,2000-10-31,Y,834,http://www.moma.org/collection/works/834,http://www.moma.org/media/W1siZiIsIjIxMjI1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=45ff3b3bd100bedb,,5.1,,158.8,,,158.8,,
"Church of Solitude Project, New York, New York, Plan",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, ink and colored ink, gouache and graphite on paper","42 1/2 x 58 5/8"" (108 x 148.9 cm)",Gift of The Howard Gilman Foundation,1224.2000,Architecture,Architecture & Design,2000-10-31,Y,835,http://www.moma.org/collection/works/835,http://www.moma.org/media/W1siZiIsIjYyNjc5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a5006e7da899d540,,3.8,,155.6,,,114.6,,
"Church of Solitude Project, New York, New York, Longitudinal section",Gaetano Pesce,4570,"(Italian, born 1939)",(Italian),(1939),(0),(Male),1974-77,"Watercolor, ink, colored ink, gouache, and graphite on paper","42 1/4 x 58 5/8"" (107.3 x 148.9 cm)",Gift of The Howard Gilman Foundation,1225.2000,Architecture,Architecture & Design,2000-10-31,Y,836,http://www.moma.org/collection/works/836,http://www.moma.org/media/W1siZiIsIjExNjA1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a36bd0b7d68125ad,,3.8,,114.6,,,155.0,,
"Observatory Project, Perspective",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1974,Graphite on illustration board,"24 1/2 x 34 1/2"" (62.2 x 87.6 cm)",Gift of The Howard Gilman Foundation,1226.2000,Architecture,Architecture & Design,2000-10-31,Y,837,http://www.moma.org/collection/works/837,http://www.moma.org/media/W1siZiIsIjExNjA3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=cd4a3869ad974b77,,3.2,,79.7,,,103.5,,
"Pillars under the Shed Project, Aerial perspective",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1975,"Ink, colored ink, and graphite on paper","13 3/8 x 19 1/4"" (34 x 48.9 cm)",Gift of The Howard Gilman Foundation,1227.2000,Architecture,Architecture & Design,2000-10-31,Y,838,http://www.moma.org/collection/works/838,http://www.moma.org/media/W1siZiIsIjExNjA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=823a462bcf0ab4ed,,,,34.0,,,48.9,,
"Two Rooms Project, Perspective and plan",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1975,"Ink, graphite, and color pencil on paper","19 1/8 x 27"" (48.6 x 68.6 cm)",Gift of The Howard Gilman Foundation,1228.2000,Architecture,Architecture & Design,2000-10-31,Y,839,http://www.moma.org/collection/works/839,http://www.moma.org/media/W1siZiIsIjExNjE1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=c3ef87e6f01536fa,,,,48.5776,,,68.5801,,
"Large Figure with an Organ Project, Axonometric",Walter Pichler,4612,"(Austrian, 1936–2012)",(Austrian),(1936),(2012),(Male),1977,Graphite and watercolor on paper,"24 x 33 3/4"" (61 x 85.7 cm)",Gift of The Howard Gilman Foundation,1229.2000,Architecture,Architecture & Design,,Y,840,http://www.moma.org/collection/works/840,http://www.moma.org/media/W1siZiIsIjExNjE5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=96a41833cfd59649,,,,60.9601,,,85.7252,,
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Perspective)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,"Felt-tipped pen, ink, graphite, crayon and ink stamp on tracing paper with tape","6 1/2 x 15 7/8"" (16.5 x 40.3 cm)",Gift of The Howard Gilman Foundation,1231.2000,Architecture,Architecture & Design,2000-10-31,Y,842,http://www.moma.org/collection/works/842,http://www.moma.org/media/W1siZiIsIjExNjI1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=77a02e86365071e0,,2.5,,28.6,,,51.4,,
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Aerial perspective from cockpit)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,Cut-and-pasted painted paper on gelatin silver print with white ink,"8 3/4 x 10 1/2"" (22.2 x 26.7 cm)",Gift of The Howard Gilman Foundation,1233.2000,Architecture,Architecture & Design,,Y,844,http://www.moma.org/collection/works/844,http://www.moma.org/media/W1siZiIsIjExNjMzIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=682920ed7ceda7fd,,,,22.225,,,26.6701,,
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Perspective)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,"Ink, crayon, and graphite on gelatin silver print, with self-adhesive paper dot","13 1/2 x 26 1/2"" (34.3 x 67.3 cm)",Gift of The Howard Gilman Foundation,1234.2000,Architecture,Architecture & Design,2000-10-31,Y,845,http://www.moma.org/collection/works/845,http://www.moma.org/media/W1siZiIsIjExNjM1Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=0aab483790003cf1,,,,34.2901,,,67.3101,,
"Fun Palace for Joan Littlewood Project, Stratford East, London, England (Storyboard for film and sketches)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1959–1961,"Felt-tipped pen, graphite, crayon, and ink stamps on diazotype","15 x 27 1/2"" (38.1 x 69.9 cm)",Gift of The Howard Gilman Foundation,1235.2000,Architecture,Architecture & Design,2000-10-31,Y,846,http://www.moma.org/collection/works/846,http://www.moma.org/media/W1siZiIsIjExNjM3Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=f9910b60e5eec791,,,,38.1001,,,69.8501,,
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Mobile Teaching Machines
[cover design for the October, 1966 issue of the journal Architectural Design])",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Self-adhesive printed polymer sheets with ink and graphite on tracing paper, with self-adhesive paper dots","12 1/4 x 11"" (31.1 x 27.9 cm)",Gift of The Howard Gilman Foundation,1237.2000,Architecture,Architecture & Design,2000-10-31,Y,848,http://www.moma.org/collection/works/848,http://www.moma.org/media/W1siZiIsIjExNjQwIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=5fabacd059df757d,,2.5,,45.4,,,42.2,,
"Potteries Thinkbelt Project, Staffordshire, England (Perspective of Madeley Transfer Area)",Cedric Price,7986,"(British, 1934–2003)",(British),(1934),(2003),(Male),1964–1966,"Ink and white ink on selectively abraded gelatin silver print, mounted on board with self-adhesive paper dot","7 1/4 x 14 3/8"" (18.4 x 36.5 cm)",Gift of The Howard Gilman Foundation,1238.2000,Architecture,Architecture & Design,2000-10-31,Y,849,http://www.moma.org/collection/works/849,http://www.moma.org/media/W1siZiIsIjExNjQyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=ce9985abc2bc67be,,,,18.415,,,36.5126,,
